Vianco_data,,,,,
Gattung,GewogenAm,GewichtBezahlt,TVD,,
640 - SPG Stierkalb,2020-07-17,80,1201327940621271,,CH1201327940621271
640 - SPG Stierkalb,2020-07-17,80,1201327940621272,,CH1201327940621272
640 - SPG Stierkalb,2020-07-17,80,1201327940621273,,CH1201327940621273
640 - SPG Stierkalb,2020-07-17,80,1201327940621274,,CH1201327940621274
640 - SPG Stierkalb,2020-07-17,80,1201327940621275,,CH1201327940621275
640 - SPG Stierkalb,2020-07-17,80,1201327940621276,,CH1201327940621276
640 - SPG Stierkalb,2020-07-17,80,1201327940621277,,CH1201327940621277
650 - SPG Kuhkalb,2020-07-17,80,1201327940621278,,CH1201327940621278
650 - SPG Kuhkalb,2020-07-17,80,1201327940621279,,CH1201327940621279
650 - SPG Kuhkalb,2020-07-17,80,1201327940621280,,CH1201327940621280
650 - SPG Kuhkalb,2020-07-17,80,1201327940621281,,CH1201327940621281
650 - SPG Kuhkalb,2020-07-17,80,1201327940621282,,CH1201327940621282
650 - SPG Kuhkalb,2020-07-17,80,1201327940621283,,CH1201327940621283
650 - SPG Kuhkalb,2020-07-17,80,1201327940621284,,CH1201327940621284
650 - SPG Kuhkalb,2020-07-17,80,1201327940621285,,CH1201327940621285
650 - SPG Kuhkalb,2020-07-17,80,1201327940621286,,CH1201327940621286
650 - SPG Kuhkalb,2020-07-17,80,1201327940621287,,CH1201327940621287
650 - SPG Kuhkalb,2020-07-17,80,1201327940621288,,CH1201327940621288
650 - SPG Kuhkalb,2020-07-17,80,1201327940621289,,CH1201327940621289
650 - SPG Kuhkalb,2020-07-17,80,1201327940621290,,CH1201327940621290
650 - SPG Kuhkalb,2020-07-17,80,1201327940621291,,CH1201327940621291
650 - SPG Kuhkalb,2020-07-17,80,1201327940621292,,CH1201327940621292
650 - SPG Kuhkalb,2020-07-17,80,1201327940621293,,CH1201327940621293
650 - SPG Kuhkalb,2020-07-17,80,1201327940621294,,CH1201327940621294
650 - SPG Kuhkalb,2020-07-17,80,1201327940621295,,CH1201327940621295
650 - SPG Kuhkalb,2020-07-17,80,1201327940621296,,CH1201327940621296
650 - SPG Kuhkalb,2020-07-17,80,1201327940621297,,CH1201327940621297
650 - SPG Kuhkalb,2020-07-17,80,1201327940621298,,CH1201327940621298
650 - SPG Kuhkalb,2020-07-17,80,1201327940621299,,CH1201327940621299
640 - SPG Stierkalb,2020-07-22,76,1201327940621300,,CH1201327940621300
640 - SPG Stierkalb,2020-07-24,52,1201327940621301,,CH1201327940621301
650 - SPG Kuhkalb,2020-07-24,60,1201327940621302,,CH1201327940621302
640 - SPG Stierkalb,2020-07-24,65,1201327940621303,,CH1201327940621303
650 - SPG Kuhkalb,2020-07-24,66,1201327940621304,,CH1201327940621304
640 - SPG Stierkalb,2020-07-24,67,1201327940621305,,CH1201327940621305
650 - SPG Kuhkalb,2020-07-24,67,1201327940621306,,CH1201327940621306
640 - SPG Stierkalb,2020-07-24,70,1201327940621307,,CH1201327940621307
640 - SPG Stierkalb,2020-07-24,70,1201327940621308,,CH1201327940621308
640 - SPG Stierkalb,2020-07-24,73,1201327940621309,,CH1201327940621309
640 - SPG Stierkalb,2020-07-24,73,1201327940621310,,CH1201327940621310
640 - SPG Stierkalb,2020-07-24,74,1201327940621311,,CH1201327940621311
640 - SPG Stierkalb,2020-07-24,74,1201327940621312,,CH1201327940621312
640 - SPG Stierkalb,2020-07-24,74,1201327940621313,,CH1201327940621313
640 - SPG Stierkalb,2020-07-24,75,1201327940621314,,CH1201327940621314
640 - SPG Stierkalb,2020-07-24,75,1201327940621315,,CH1201327940621315
650 - SPG Kuhkalb,2020-07-24,75,1201327940621316,,CH1201327940621316
640 - SPG Stierkalb,2020-07-24,76,1201327940621317,,CH1201327940621317
650 - SPG Kuhkalb,2020-07-24,76,1201327940621318,,CH1201327940621318
650 - SPG Kuhkalb,2020-07-24,76,1201327940621319,,CH1201327940621319
640 - SPG Stierkalb,2020-07-24,77,1201327940621320,,CH1201327940621320
640 - SPG Stierkalb,2020-07-24,77,1201327940621321,,CH1201327940621321
650 - SPG Kuhkalb,2020-07-24,77,1201327940621322,,CH1201327940621322
650 - SPG Kuhkalb,2020-07-24,77,1201327940621323,,CH1201327940621323
640 - SPG Stierkalb,2020-07-24,78,1201327940621324,,CH1201327940621324
640 - SPG Stierkalb,2020-07-24,78,1201327940621325,,CH1201327940621325
640 - SPG Stierkalb,2020-07-24,78,1201327940621326,,CH1201327940621326
640 - SPG Stierkalb,2020-07-24,78,1201327940621327,,CH1201327940621327
650 - SPG Kuhkalb,2020-07-24,78,1201327940621328,,CH1201327940621328
650 - SPG Kuhkalb,2020-07-24,78,1201327940621329,,CH1201327940621329
640 - SPG Stierkalb,2020-07-24,79,1201327940621330,,CH1201327940621330
650 - SPG Kuhkalb,2020-07-24,79,1201327940621331,,CH1201327940621331
640 - SPG Stierkalb,2020-07-24,80,1201327940621332,,CH1201327940621332
640 - SPG Stierkalb,2020-07-24,80,1201327940621333,,CH1201327940621333
640 - SPG Stierkalb,2020-07-24,80,1201327940621334,,CH1201327940621334
640 - SPG Stierkalb,2020-07-24,80,1201327940621335,,CH1201327940621335
640 - SPG Stierkalb,2020-07-24,80,1201327940621336,,CH1201327940621336
640 - SPG Stierkalb,2020-07-24,80,1201327940621337,,CH1201327940621337
640 - SPG Stierkalb,2020-07-24,80,1201327940621338,,CH1201327940621338
640 - SPG Stierkalb,2020-07-24,80,1201327940621339,,CH1201327940621339
640 - SPG Stierkalb,2020-07-24,80,1201327940621340,,CH1201327940621340
640 - SPG Stierkalb,2020-07-24,80,1201327940621341,,CH1201327940621341
640 - SPG Stierkalb,2020-07-24,80,1201327940621342,,CH1201327940621342
640 - SPG Stierkalb,2020-07-24,80,1201327940621343,,CH1201327940621343
640 - SPG Stierkalb,2020-07-24,80,1201327940621344,,CH1201327940621344
640 - SPG Stierkalb,2020-07-24,80,1201327940621345,,CH1201327940621345
640 - SPG Stierkalb,2020-07-24,80,1201327940621346,,CH1201327940621346
640 - SPG Stierkalb,2020-07-24,80,1201327940621347,,CH1201327940621347
640 - SPG Stierkalb,2020-07-24,80,1201327940621348,,CH1201327940621348
640 - SPG Stierkalb,2020-07-24,80,1201327940621349,,CH1201327940621349
640 - SPG Stierkalb,2020-07-24,80,1201327940621350,,CH1201327940621350
640 - SPG Stierkalb,2020-07-24,80,1201327940621351,,CH1201327940621351
640 - SPG Stierkalb,2020-07-24,80,1201327940621352,,CH1201327940621352
640 - SPG Stierkalb,2020-07-24,80,1201327940621353,,CH1201327940621353
640 - SPG Stierkalb,2020-07-24,80,1201327940621354,,CH1201327940621354
640 - SPG Stierkalb,2020-07-24,80,1201327940621355,,CH1201327940621355
640 - SPG Stierkalb,2020-07-24,80,1201327940621356,,CH1201327940621356
640 - SPG Stierkalb,2020-07-24,80,1201327940621357,,CH1201327940621357
640 - SPG Stierkalb,2020-07-24,80,1201327940621358,,CH1201327940621358
640 - SPG Stierkalb,2020-07-24,80,1201327940621359,,CH1201327940621359
640 - SPG Stierkalb,2020-07-24,80,1201327940621360,,CH1201327940621360
640 - SPG Stierkalb,2020-07-24,80,1201327940621361,,CH1201327940621361
640 - SPG Stierkalb,2020-07-24,80,1201327940621362,,CH1201327940621362
640 - SPG Stierkalb,2020-07-24,80,1201327940621363,,CH1201327940621363
640 - SPG Stierkalb,2020-07-24,80,1201327940621364,,CH1201327940621364
640 - SPG Stierkalb,2020-07-24,80,1201327940621365,,CH1201327940621365
640 - SPG Stierkalb,2020-07-24,80,1201327940621366,,CH1201327940621366
650 - SPG Kuhkalb,2020-07-24,80,1201327940621367,,CH1201327940621367
650 - SPG Kuhkalb,2020-07-24,80,1201327940621368,,CH1201327940621368
650 - SPG Kuhkalb,2020-07-24,80,1201327940621369,,CH1201327940621369
650 - SPG Kuhkalb,2020-07-24,80,1201327940621370,,CH1201327940621370
650 - SPG Kuhkalb,2020-07-24,80,1201327940621371,,CH1201327940621371
650 - SPG Kuhkalb,2020-07-24,80,1201327940621372,,CH1201327940621372
650 - SPG Kuhkalb,2020-07-24,80,1201327940621373,,CH1201327940621373
650 - SPG Kuhkalb,2020-07-24,80,1201327940621374,,CH1201327940621374
650 - SPG Kuhkalb,2020-07-24,80,1201327940621375,,CH1201327940621375
650 - SPG Kuhkalb,2020-07-24,80,1201327940621376,,CH1201327940621376
650 - SPG Kuhkalb,2020-07-24,80,1201327940621377,,CH1201327940621377
650 - SPG Kuhkalb,2020-07-24,80,1201327940621378,,CH1201327940621378
650 - SPG Kuhkalb,2020-07-24,80,1201327940621379,,CH1201327940621379
650 - SPG Kuhkalb,2020-07-24,80,1201327940621380,,CH1201327940621380
650 - SPG Kuhkalb,2020-07-24,80,1201327940621381,,CH1201327940621381
650 - SPG Kuhkalb,2020-07-24,80,1201327940621382,,CH1201327940621382
650 - SPG Kuhkalb,2020-07-24,80,1201327940621383,,CH1201327940621383
650 - SPG Kuhkalb,2020-07-24,80,1201327940621384,,CH1201327940621384
650 - SPG Kuhkalb,2020-07-24,80,1201327940621385,,CH1201327940621385
650 - SPG Kuhkalb,2020-07-24,80,1201327940621386,,CH1201327940621386
640 - SPG Stierkalb,2020-07-30,54,1201327940621387,,CH1201327940621387
640 - SPG Stierkalb,2020-07-30,73,1201327940621388,,CH1201327940621388
640 - SPG Stierkalb,2020-07-30,77,1201327940621389,,CH1201327940621389
650 - SPG Kuhkalb,2020-07-30,80,1201327940621390,,CH1201327940621390
650 - SPG Kuhkalb,2020-07-31,38,1201327940621391,,CH1201327940621391
640 - SPG Stierkalb,2020-07-31,48,1201327940621392,,CH1201327940621392
640 - SPG Stierkalb,2020-07-31,60,1201327940621393,,CH1201327940621393
650 - SPG Kuhkalb,2020-07-31,63,1201327940621394,,CH1201327940621394
640 - SPG Stierkalb,2020-07-31,66,1201327940621395,,CH1201327940621395
640 - SPG Stierkalb,2020-07-31,70,1201327940621396,,CH1201327940621396
650 - SPG Kuhkalb,2020-07-31,70,1201327940621397,,CH1201327940621397
650 - SPG Kuhkalb,2020-07-31,70,1201327940621398,,CH1201327940621398
650 - SPG Kuhkalb,2020-07-31,70,1201327940621399,,CH1201327940621399
640 - SPG Stierkalb,2020-07-31,71,1201327940621400,,CH1201327940621400
640 - SPG Stierkalb,2020-07-31,72,1201327940621401,,CH1201327940621401
640 - SPG Stierkalb,2020-07-31,72,1201327940621402,,CH1201327940621402
640 - SPG Stierkalb,2020-07-31,72,1201327940621403,,CH1201327940621403
640 - SPG Stierkalb,2020-07-31,72,1201327940621404,,CH1201327940621404
650 - SPG Kuhkalb,2020-07-31,72,1201327940621405,,CH1201327940621405
640 - SPG Stierkalb,2020-07-31,73,1201327940621406,,CH1201327940621406
650 - SPG Kuhkalb,2020-07-31,73,1201327940621407,,CH1201327940621407
650 - SPG Kuhkalb,2020-07-31,73,1201327940621408,,CH1201327940621408
650 - SPG Kuhkalb,2020-07-31,73,1201327940621409,,CH1201327940621409
640 - SPG Stierkalb,2020-07-31,74,1201327940621410,,CH1201327940621410
640 - SPG Stierkalb,2020-07-31,74,1201327940621411,,CH1201327940621411
650 - SPG Kuhkalb,2020-07-31,74,1201327940621412,,CH1201327940621412
650 - SPG Kuhkalb,2020-07-31,74,1201327940621413,,CH1201327940621413
650 - SPG Kuhkalb,2020-07-31,74,1201327940621414,,CH1201327940621414
640 - SPG Stierkalb,2020-07-31,75,1201327940621415,,CH1201327940621415
650 - SPG Kuhkalb,2020-07-31,75,1201327940621416,,CH1201327940621416
640 - SPG Stierkalb,2020-07-31,76,1201327940621417,,CH1201327940621417
640 - SPG Stierkalb,2020-07-31,76,1201327940621418,,CH1201327940621418
640 - SPG Stierkalb,2020-07-31,76,1201327940621419,,CH1201327940621419
640 - SPG Stierkalb,2020-07-31,76,1201327940621420,,CH1201327940621420
650 - SPG Kuhkalb,2020-07-31,76,1201327940621421,,CH1201327940621421
640 - SPG Stierkalb,2020-07-31,77,1201327940621422,,CH1201327940621422
640 - SPG Stierkalb,2020-07-31,77,1201327940621423,,CH1201327940621423
650 - SPG Kuhkalb,2020-07-31,77,1201327940621424,,CH1201327940621424
650 - SPG Kuhkalb,2020-07-31,77,1201327940621425,,CH1201327940621425
640 - SPG Stierkalb,2020-07-31,78,1201327940621426,,CH1201327940621426
640 - SPG Stierkalb,2020-07-31,78,1201327940621427,,CH1201327940621427
650 - SPG Kuhkalb,2020-07-31,78,1201327940621428,,CH1201327940621428
640 - SPG Stierkalb,2020-07-31,79,1201327940621429,,CH1201327940621429
640 - SPG Stierkalb,2020-07-31,79,1201327940621430,,CH1201327940621430
640 - SPG Stierkalb,2020-07-31,80,1201327940621431,,CH1201327940621431
640 - SPG Stierkalb,2020-07-31,80,1201327940621432,,CH1201327940621432
640 - SPG Stierkalb,2020-07-31,80,1201327940621433,,CH1201327940621433
640 - SPG Stierkalb,2020-07-31,80,1201327940621434,,CH1201327940621434
640 - SPG Stierkalb,2020-07-31,80,1201327940621435,,CH1201327940621435
640 - SPG Stierkalb,2020-07-31,80,1201327940621436,,CH1201327940621436
640 - SPG Stierkalb,2020-07-31,80,1201327940621437,,CH1201327940621437
640 - SPG Stierkalb,2020-07-31,80,1201327940621438,,CH1201327940621438
640 - SPG Stierkalb,2020-07-31,80,1201327940621439,,CH1201327940621439
640 - SPG Stierkalb,2020-07-31,80,1201327940621440,,CH1201327940621440
640 - SPG Stierkalb,2020-07-31,80,1201327940621441,,CH1201327940621441
640 - SPG Stierkalb,2020-07-31,80,1201327940621442,,CH1201327940621442
640 - SPG Stierkalb,2020-07-31,80,1201327940621443,,CH1201327940621443
640 - SPG Stierkalb,2020-07-31,80,1201327940621444,,CH1201327940621444
640 - SPG Stierkalb,2020-07-31,80,1201327940621445,,CH1201327940621445
640 - SPG Stierkalb,2020-07-31,80,1201327940621446,,CH1201327940621446
640 - SPG Stierkalb,2020-07-31,80,1201327940621447,,CH1201327940621447
640 - SPG Stierkalb,2020-07-31,80,1201327940621448,,CH1201327940621448
640 - SPG Stierkalb,2020-07-31,80,1201327940621449,,CH1201327940621449
640 - SPG Stierkalb,2020-07-31,80,1201327940621450,,CH1201327940621450
640 - SPG Stierkalb,2020-07-31,80,1201327940621451,,CH1201327940621451
640 - SPG Stierkalb,2020-07-31,80,1201327940621452,,CH1201327940621452
650 - SPG Kuhkalb,2020-07-31,80,1201327940621453,,CH1201327940621453
650 - SPG Kuhkalb,2020-07-31,80,1201327940621454,,CH1201327940621454
650 - SPG Kuhkalb,2020-07-31,80,1201327940621455,,CH1201327940621455
650 - SPG Kuhkalb,2020-07-31,80,1201327940621456,,CH1201327940621456
650 - SPG Kuhkalb,2020-07-31,80,1201327940621457,,CH1201327940621457
650 - SPG Kuhkalb,2020-07-31,80,1201327940621458,,CH1201327940621458
650 - SPG Kuhkalb,2020-07-31,80,1201327940621459,,CH1201327940621459
650 - SPG Kuhkalb,2020-07-31,80,1201327940621460,,CH1201327940621460
650 - SPG Kuhkalb,2020-07-31,80,1201327940621461,,CH1201327940621461
650 - SPG Kuhkalb,2020-07-31,80,1201327940621462,,CH1201327940621462
650 - SPG Kuhkalb,2020-07-31,80,1201327940621463,,CH1201327940621463
650 - SPG Kuhkalb,2020-07-31,80,1201327940621464,,CH1201327940621464
650 - SPG Kuhkalb,2020-07-31,80,1201327940621465,,CH1201327940621465
650 - SPG Kuhkalb,2020-07-31,80,1201327940621466,,CH1201327940621466
650 - SPG Kuhkalb,2020-07-31,80,1201327940621467,,CH1201327940621467
650 - SPG Kuhkalb,2020-07-31,80,1201327940621468,,CH1201327940621468
650 - SPG Kuhkalb,2020-07-31,80,1201327940621469,,CH1201327940621469
650 - SPG Kuhkalb,2020-07-31,80,1201327940621470,,CH1201327940621470
650 - SPG Kuhkalb,2020-07-31,80,1201327940621471,,CH1201327940621471
650 - SPG Kuhkalb,2020-07-31,80,1201327940621472,,CH1201327940621472
650 - SPG Kuhkalb,2020-07-31,80,1201327940621473,,CH1201327940621473
650 - SPG Kuhkalb,2020-07-31,80,1201327940621474,,CH1201327940621474
650 - SPG Kuhkalb,2020-07-31,80,1201327940621475,,CH1201327940621475
650 - SPG Kuhkalb,2020-07-31,80,1201327940621476,,CH1201327940621476
650 - SPG Kuhkalb,2020-07-31,80,1201327940621477,,CH1201327940621477
650 - SPG Kuhkalb,2020-07-31,80,1201327940621478,,CH1201327940621478
650 - SPG Kuhkalb,2020-07-31,80,1201327940621479,,CH1201327940621479
650 - SPG Kuhkalb,2020-07-31,80,1201327940621480,,CH1201327940621480
640 - SPG Stierkalb,2020-08-03,60,1201327940621481,,CH1201327940621481
640 - SPG Stierkalb,2020-08-03,61,1201327940621482,,CH1201327940621482
650 - SPG Kuhkalb,2020-08-07,60,1201327940621483,,CH1201327940621483
650 - SPG Kuhkalb,2020-08-07,62,1201327940621484,,CH1201327940621484
640 - SPG Stierkalb,2020-08-07,63,1201327940621485,,CH1201327940621485
650 - SPG Kuhkalb,2020-08-07,63,1201327940621486,,CH1201327940621486
640 - SPG Stierkalb,2020-08-07,64,1201327940621487,,CH1201327940621487
640 - SPG Stierkalb,2020-08-07,65,1201327940621488,,CH1201327940621488
650 - SPG Kuhkalb,2020-08-07,65,1201327940621489,,CH1201327940621489
640 - SPG Stierkalb,2020-08-07,66,1201327940621490,,CH1201327940621490
640 - SPG Stierkalb,2020-08-07,66,1201327940621491,,CH1201327940621491
650 - SPG Kuhkalb,2020-08-07,67,1201327940621492,,CH1201327940621492
640 - SPG Stierkalb,2020-08-07,68,1201327940621493,,CH1201327940621493
650 - SPG Kuhkalb,2020-08-07,68,1201327940621494,,CH1201327940621494
650 - SPG Kuhkalb,2020-08-07,68,1201327940621495,,CH1201327940621495
640 - SPG Stierkalb,2020-08-07,70,1201327940621496,,CH1201327940621496
650 - SPG Kuhkalb,2020-08-07,70,1201327940621497,,CH1201327940621497
650 - SPG Kuhkalb,2020-08-07,70,1201327940621498,,CH1201327940621498
650 - SPG Kuhkalb,2020-08-07,70,1201327940621499,,CH1201327940621499
640 - SPG Stierkalb,2020-08-07,71,1201327940621500,,CH1201327940621500
640 - SPG Stierkalb,2020-08-07,71,1201327940621501,,CH1201327940621501
650 - SPG Kuhkalb,2020-08-07,71,1201327940621502,,CH1201327940621502
650 - SPG Kuhkalb,2020-08-07,71,1201327940621503,,CH1201327940621503
650 - SPG Kuhkalb,2020-08-07,71,1201327940621504,,CH1201327940621504
640 - SPG Stierkalb,2020-08-07,72,1201327940621505,,CH1201327940621505
640 - SPG Stierkalb,2020-08-07,72,1201327940621506,,CH1201327940621506
640 - SPG Stierkalb,2020-08-07,72,1201327940621507,,CH1201327940621507
650 - SPG Kuhkalb,2020-08-07,72,1201327940621508,,CH1201327940621508
650 - SPG Kuhkalb,2020-08-07,72,1201327940621509,,CH1201327940621509
650 - SPG Kuhkalb,2020-08-07,73,1201327940621510,,CH1201327940621510
650 - SPG Kuhkalb,2020-08-07,73,1201327940621511,,CH1201327940621511
650 - SPG Kuhkalb,2020-08-07,73,1201327940621512,,CH1201327940621512
640 - SPG Stierkalb,2020-08-07,74,1201327940621513,,CH1201327940621513
650 - SPG Kuhkalb,2020-08-07,74,1201327940621514,,CH1201327940621514
650 - SPG Kuhkalb,2020-08-07,74,1201327940621515,,CH1201327940621515
650 - SPG Kuhkalb,2020-08-07,74,1201327940621516,,CH1201327940621516
650 - SPG Kuhkalb,2020-08-07,74,1201327940621517,,CH1201327940621517
650 - SPG Kuhkalb,2020-08-07,75,1201327940621518,,CH1201327940621518
650 - SPG Kuhkalb,2020-08-07,75,1201327940621519,,CH1201327940621519
650 - SPG Kuhkalb,2020-08-07,75,1201327940621520,,CH1201327940621520
640 - SPG Stierkalb,2020-08-07,76,1201327940621521,,CH1201327940621521
640 - SPG Stierkalb,2020-08-07,76,1201327940621522,,CH1201327940621522
640 - SPG Stierkalb,2020-08-07,76,1201327940621523,,CH1201327940621523
650 - SPG Kuhkalb,2020-08-07,76,1201327940621524,,CH1201327940621524
650 - SPG Kuhkalb,2020-08-07,76,1201327940621525,,CH1201327940621525
640 - SPG Stierkalb,2020-08-07,77,1201327940621526,,CH1201327940621526
640 - SPG Stierkalb,2020-08-07,77,1201327940621527,,CH1201327940621527
640 - SPG Stierkalb,2020-08-07,77,1201327940621528,,CH1201327940621528
650 - SPG Kuhkalb,2020-08-07,77,1201327940621529,,CH1201327940621529
640 - SPG Stierkalb,2020-08-07,78,1201327940621530,,CH1201327940621530
650 - SPG Kuhkalb,2020-08-07,78,1201327940621531,,CH1201327940621531
650 - SPG Kuhkalb,2020-08-07,78,1201327940621532,,CH1201327940621532
650 - SPG Kuhkalb,2020-08-07,78,1201327940621533,,CH1201327940621533
650 - SPG Kuhkalb,2020-08-07,78,1201327940621534,,CH1201327940621534
640 - SPG Stierkalb,2020-08-07,79,1201327940621535,,CH1201327940621535
650 - SPG Kuhkalb,2020-08-07,79,1201327940621536,,CH1201327940621536
640 - SPG Stierkalb,2020-08-07,80,1201327940621537,,CH1201327940621537
640 - SPG Stierkalb,2020-08-07,80,1201327940621538,,CH1201327940621538
640 - SPG Stierkalb,2020-08-07,80,1201327940621539,,CH1201327940621539
640 - SPG Stierkalb,2020-08-07,80,1201327940621540,,CH1201327940621540
640 - SPG Stierkalb,2020-08-07,80,1201327940621541,,CH1201327940621541
640 - SPG Stierkalb,2020-08-07,80,1201327940621542,,CH1201327940621542
640 - SPG Stierkalb,2020-08-07,80,1201327940621543,,CH1201327940621543
640 - SPG Stierkalb,2020-08-07,80,1201327940621544,,CH1201327940621544
640 - SPG Stierkalb,2020-08-07,80,1201327940621545,,CH1201327940621545
640 - SPG Stierkalb,2020-08-07,80,1201327940621546,,CH1201327940621546
640 - SPG Stierkalb,2020-08-07,80,1201327940621547,,CH1201327940621547
640 - SPG Stierkalb,2020-08-07,80,1201327940621548,,CH1201327940621548
640 - SPG Stierkalb,2020-08-07,80,1201327940621549,,CH1201327940621549
640 - SPG Stierkalb,2020-08-07,80,1201327940621550,,CH1201327940621550
640 - SPG Stierkalb,2020-08-07,80,1201327940621551,,CH1201327940621551
640 - SPG Stierkalb,2020-08-07,80,1201327940621552,,CH1201327940621552
640 - SPG Stierkalb,2020-08-07,80,1201327940621553,,CH1201327940621553
640 - SPG Stierkalb,2020-08-07,80,1201327940621554,,CH1201327940621554
640 - SPG Stierkalb,2020-08-07,80,1201327940621555,,CH1201327940621555
640 - SPG Stierkalb,2020-08-07,80,1201327940621556,,CH1201327940621556
640 - SPG Stierkalb,2020-08-07,80,1201327940621557,,CH1201327940621557
640 - SPG Stierkalb,2020-08-07,80,1201327940621558,,CH1201327940621558
640 - SPG Stierkalb,2020-08-07,80,1201327940621559,,CH1201327940621559
650 - SPG Kuhkalb,2020-08-07,80,1201327940621560,,CH1201327940621560
650 - SPG Kuhkalb,2020-08-07,80,1201327940621561,,CH1201327940621561
650 - SPG Kuhkalb,2020-08-07,80,1201327940621562,,CH1201327940621562
650 - SPG Kuhkalb,2020-08-07,80,1201327940621563,,CH1201327940621563
650 - SPG Kuhkalb,2020-08-07,80,1201327940621564,,CH1201327940621564
650 - SPG Kuhkalb,2020-08-07,80,1201327940621565,,CH1201327940621565
650 - SPG Kuhkalb,2020-08-07,80,1201327940621566,,CH1201327940621566
650 - SPG Kuhkalb,2020-08-07,80,1201327940621567,,CH1201327940621567
650 - SPG Kuhkalb,2020-08-07,80,1201327940621568,,CH1201327940621568
650 - SPG Kuhkalb,2020-08-07,80,1201327940621569,,CH1201327940621569
650 - SPG Kuhkalb,2020-08-07,80,1201327940621570,,CH1201327940621570
650 - SPG Kuhkalb,2020-08-07,80,1201327940621571,,CH1201327940621571
650 - SPG Kuhkalb,2020-08-07,80,1201327940621572,,CH1201327940621572
650 - SPG Kuhkalb,2020-08-07,80,1201327940621573,,CH1201327940621573
650 - SPG Kuhkalb,2020-08-07,80,1201327940621574,,CH1201327940621574
650 - SPG Kuhkalb,2020-08-07,80,1201327940621575,,CH1201327940621575
650 - SPG Kuhkalb,2020-08-07,80,1201327940621576,,CH1201327940621576
650 - SPG Kuhkalb,2020-08-07,80,1201327940621577,,CH1201327940621577
650 - SPG Kuhkalb,2020-08-07,80,1201327940621578,,CH1201327940621578
650 - SPG Kuhkalb,2020-08-07,80,1201327940621579,,CH1201327940621579
650 - SPG Kuhkalb,2020-08-07,80,1201327940621580,,CH1201327940621580
650 - SPG Kuhkalb,2020-08-07,80,1201327940621581,,CH1201327940621581
650 - SPG Kuhkalb,2020-08-07,80,1201327940621582,,CH1201327940621582
640 - SPG Stierkalb,2020-08-14,56,1201327940621583,,CH1201327940621583
640 - SPG Stierkalb,2020-08-14,60,1201327940621584,,CH1201327940621584
640 - SPG Stierkalb,2020-08-14,60,1201327940621585,,CH1201327940621585
640 - SPG Stierkalb,2020-08-14,60,1201327940621586,,CH1201327940621586
650 - SPG Kuhkalb,2020-08-14,60,1201327940621587,,CH1201327940621587
640 - SPG Stierkalb,2020-08-14,61,1201327940621588,,CH1201327940621588
640 - SPG Stierkalb,2020-08-14,63,1201327940621589,,CH1201327940621589
640 - SPG Stierkalb,2020-08-14,65,1201327940621590,,CH1201327940621590
650 - SPG Kuhkalb,2020-08-14,65,1201327940621591,,CH1201327940621591
650 - SPG Kuhkalb,2020-08-14,66,1201327940621592,,CH1201327940621592
640 - SPG Stierkalb,2020-08-14,67,1201327940621593,,CH1201327940621593
650 - SPG Kuhkalb,2020-08-14,67,1201327940621594,,CH1201327940621594
650 - SPG Kuhkalb,2020-08-14,68,1201327940621595,,CH1201327940621595
640 - SPG Stierkalb,2020-08-14,69,1201327940621596,,CH1201327940621596
640 - SPG Stierkalb,2020-08-14,70,1201327940621597,,CH1201327940621597
650 - SPG Kuhkalb,2020-08-14,70,1201327940621598,,CH1201327940621598
650 - SPG Kuhkalb,2020-08-14,70,1201327940621599,,CH1201327940621599
650 - SPG Kuhkalb,2020-08-14,70,1201327940621600,,CH1201327940621600
640 - SPG Stierkalb,2020-08-14,71,1201327940621601,,CH1201327940621601
640 - SPG Stierkalb,2020-08-14,71,1201327940621602,,CH1201327940621602
640 - SPG Stierkalb,2020-08-14,71,1201327940621603,,CH1201327940621603
650 - SPG Kuhkalb,2020-08-14,71,1201327940621604,,CH1201327940621604
650 - SPG Kuhkalb,2020-08-14,72,1201327940621605,,CH1201327940621605
650 - SPG Kuhkalb,2020-08-14,72,1201327940621606,,CH1201327940621606
650 - SPG Kuhkalb,2020-08-14,72,1201327940621607,,CH1201327940621607
650 - SPG Kuhkalb,2020-08-14,73,1201327940621608,,CH1201327940621608
650 - SPG Kuhkalb,2020-08-14,73,1201327940621609,,CH1201327940621609
640 - SPG Stierkalb,2020-08-14,74,1201327940621610,,CH1201327940621610
650 - SPG Kuhkalb,2020-08-14,74,1201327940621611,,CH1201327940621611
650 - SPG Kuhkalb,2020-08-14,74,1201327940621612,,CH1201327940621612
640 - SPG Stierkalb,2020-08-14,75,1201327940621613,,CH1201327940621613
640 - SPG Stierkalb,2020-08-14,75,1201327940621614,,CH1201327940621614
640 - SPG Stierkalb,2020-08-14,75,1201327940621615,,CH1201327940621615
640 - SPG Stierkalb,2020-08-14,75,1201327940621616,,CH1201327940621616
640 - SPG Stierkalb,2020-08-14,75,1201327940621617,,CH1201327940621617
650 - SPG Kuhkalb,2020-08-14,75,1201327940621618,,CH1201327940621618
650 - SPG Kuhkalb,2020-08-14,75,1201327940621619,,CH1201327940621619
650 - SPG Kuhkalb,2020-08-14,75,1201327940621620,,CH1201327940621620
650 - SPG Kuhkalb,2020-08-14,75,1201327940621621,,CH1201327940621621
640 - SPG Stierkalb,2020-08-14,76,1201327940621622,,CH1201327940621622
650 - SPG Kuhkalb,2020-08-14,76,1201327940621623,,CH1201327940621623
